Donor_Age,Blood_Type,Recency (months),Frequency (times),Monetary (c.c. blood),Time (months),Donation_Location,Target
58.0,B-,6.0,57.0,1602,83,Clinic,1
24.0,A+,11.0,55.0,8988,89,Mobile_Bus,0
28.0,AB+,3.0,55.0,11261,28,Mobile_Bus,0
18.0,A+,13.0,10.0,8721,31,Clinic,1
32.0,O-,12.0,22.0,997,96,Hospital,0
,O+,12.0,,3499,26,Hospital,0
56.0,A+,13.0,15.0,8977,78,Clinic,0
22.0,A-,28.0,57.0,10229,61,Hospital,1
22.0,AB+,18.0,11.0,3976,76,Hospital,1
30.0,B+,18.0,26.0,11135,99,Clinic,1
32.0,O-,21.0,15.0,14542,73,Mobile_Bus,1
47.0,B+,15.0,32.0,10497,9,Mobile_Bus,0
29.0,A+,9.0,41.0,2883,26,Hospital,0
52.0,AB+,1.0,41.0,11367,66,Hospital,0
35.0,A-,19.0,59.0,7628,93,Clinic,0
27.0,A-,14.0,1.0,6840,41,Hospital,0
61.0,AB+,13.0,33.0,2120,67,Hospital,0
28.0,A+,9.0,7.0,10729,59,Mobile_Bus,0
40.0,B-,,46.0,11372,4,Mobile_Bus,1
57.0,B-,11.0,35.0,2829,60,Mobile_Bus,1
24.0,AB-,18.0,28.0,3084,86,Hospital,1
23.0,A+,27.0,49.0,4970,37,Clinic,0
33.0,A-,1.0,4.0,7491,55,Mobile_Bus,1
49.0,B+,10.0,1.0,9812,15,Mobile_Bus,0
,B+,18.0,49.0,5607,97,Mobile_Bus,1
51.0,A+,22.0,19.0,10234,27,Hospital,0
36.0,AB-,11.0,54.0,8438,22,Mobile_Bus,0
44.0,AB+,4.0,45.0,5977,10,Clinic,1
36.0,A-,10.0,40.0,2170,99,Mobile_Bus,1
57.0,B+,2.0,,3127,20,Hospital,1
24.0,A-,25.0,32.0,12482,99,Hospital,1
27.0,A-,17.0,42.0,8270,86,Mobile_Bus,0
40.0,O+,21.0,14.0,5626,69,Clinic,1
30.0,AB+,12.0,36.0,2777,88,Mobile_Bus,1
43.0,AB-,21.0,57.0,3869,36,Hospital,0
46.0,O+,3.0,10.0,11512,24,Hospital,0
46.0,AB-,,3.0,9747,6,Clinic,0
54.0,AB+,3.0,40.0,6812,20,Mobile_Bus,1
33.0,O-,18.0,23.0,2986,2,Clinic,1
35.0,AB-,19.0,37.0,12533,31,Mobile_Bus,1
24.0,A+,20.0,45.0,14386,69,Clinic,1
26.0,AB+,21.0,21.0,11885,42,Mobile_Bus,0
23.0,O-,1.0,23.0,1186,40,Hospital,0
39.0,AB-,17.0,10.0,6523,73,Clinic,0
18.0,O-,10.0,43.0,7423,64,Mobile_Bus,1
47.0,B-,5.0,8.0,4815,78,Mobile_Bus,0
51.0,AB+,1.0,20.0,1838,64,Mobile_Bus,0
47.0,AB-,12.0,24.0,12537,83,Clinic,1
54.0,O-,21.0,12.0,9415,70,Mobile_Bus,1
21.0,B+,19.0,32.0,10925,32,Clinic,0
43.0,A-,18.0,7.0,10967,85,Hospital,0
43.0,O+,15.0,18.0,7003,86,Hospital,0
41.0,A-,16.0,18.0,4414,46,Clinic,0
36.0,A-,5.0,24.0,1094,45,Mobile_Bus,1
,A+,2.0,34.0,1178,8,Mobile_Bus,1
25.0,O-,,22.0,14338,68,Hospital,0
,A+,1.0,23.0,4793,21,Mobile_Bus,0
29.0,AB-,28.0,44.0,4095,58,Mobile_Bus,0
24.0,A-,,8.0,14094,54,Hospital,1
31.0,O-,23.0,40.0,8794,42,Hospital,0
49.0,B-,3.0,40.0,10464,19,Clinic,0
52.0,A+,15.0,57.0,5620,1,Clinic,0
30.0,O-,28.0,1.0,6012,30,Clinic,0
30.0,B+,28.0,56.0,2765,11,Clinic,1
47.0,AB-,5.0,7.0,8409,80,Mobile_Bus,0
150.0,A-,5.0,33.0,11307,63,Mobile_Bus,0
31.0,O-,26.0,19.0,666,15,Mobile_Bus,1
29.0,AB-,3.0,58.0,13081,91,Hospital,0
30.0,A+,6.0,40.0,7942,22,Hospital,0
36.0,B+,24.0,43.0,14182,10,Mobile_Bus,1
27.0,B+,19.0,16.0,14529,24,Mobile_Bus,0
59.0,A+,19.0,58.0,8144,86,Clinic,1
,B-,12.0,10.0,14000,5,Hospital,1
48.0,AB-,,5.0,1148,87,Clinic,0
38.0,O+,,10.0,9655,79,Hospital,1
26.0,O-,27.0,5.0,8671,58,Clinic,1
49.0,A-,23.0,18.0,1384,76,Hospital,0
36.0,A+,14.0,51.0,7818,39,Hospital,0
53.0,A-,17.0,5.0,4075,1,Mobile_Bus,0
30.0,A-,18.0,30.0,3966,69,Clinic,1
44.0,B-,15.0,47.0,5276,83,Hospital,0
43.0,A+,11.0,44.0,11879,69,Mobile_Bus,0
52.0,O+,16.0,45.0,6521,96,Mobile_Bus,1
64.0,B+,28.0,48.0,943,1,Hospital,1
24.0,B-,10.0,23.0,12035,28,Hospital,0
40.0,O+,1.0,31.0,13968,94,Clinic,1
41.0,A+,,56.0,8429,2,Hospital,1
44.0,B+,23.0,4.0,6635,32,Hospital,1
59.0,AB+,25.0,10.0,4129,78,Clinic,0
29.0,A+,4.0,,4716,41,Mobile_Bus,0
31.0,O-,14.0,44.0,6831,59,Mobile_Bus,0
35.0,B-,15.0,26.0,11172,41,Clinic,0
59.0,AB-,18.0,18.0,7979,33,Mobile_Bus,1
31.0,B+,18.0,4.0,12274,74,Mobile_Bus,1
44.0,O-,15.0,53.0,5744,57,Hospital,0
,AB+,28.0,23.0,14840,48,Hospital,1
43.0,A-,4.0,20.0,7093,67,Mobile_Bus,0
57.0,B-,28.0,56.0,2455,13,Clinic,0
52.0,A-,24.0,9.0,4808,18,Clinic,0
48.0,B-,28.0,42.0,13012,54,Clinic,1
21.0,AB+,16.0,,879,15,Clinic,0
33.0,A-,11.0,3.0,7872,65,Mobile_Bus,0
18.0,AB-,8.0,44.0,3491,90,Mobile_Bus,0
51.0,A+,,39.0,2542,69,Hospital,1
62.0,B+,15.0,6.0,8549,16,Mobile_Bus,0
52.0,O-,16.0,26.0,1152,78,Mobile_Bus,0
47.0,B-,27.0,56.0,8771,77,Clinic,0
47.0,AB+,4.0,,8432,68,Clinic,1
37.0,AB+,23.0,7.0,11872,70,Clinic,1
38.0,O-,22.0,34.0,1636,15,Hospital,0
21.0,AB-,25.0,45.0,14608,21,Mobile_Bus,0
32.0,A+,17.0,18.0,13531,84,Clinic,1
25.0,B-,16.0,28.0,1147,52,Clinic,0
54.0,O-,11.0,42.0,8025,28,Hospital,0
26.0,AB-,8.0,58.0,9438,92,Hospital,1
61.0,A-,22.0,21.0,3441,34,Clinic,0
51.0,B-,3.0,38.0,496,85,Clinic,1
23.0,B-,10.0,4.0,8706,33,Hospital,0
28.0,A-,13.0,10.0,7621,91,Hospital,1
46.0,O-,28.0,34.0,2487,61,Clinic,0
33.0,AB-,4.0,34.0,4525,46,Hospital,1
49.0,O-,8.0,27.0,9424,83,Clinic,0
31.0,AB-,15.0,19.0,13544,55,Clinic,1
53.0,B-,16.0,38.0,3505,42,Clinic,1
26.0,A-,6.0,25.0,2340,17,Hospital,0
49.0,A-,6.0,14.0,13728,13,Clinic,0
40.0,B-,13.0,1.0,427,93,Mobile_Bus,0
54.0,B-,17.0,,5764,2,Mobile_Bus,1
64.0,A+,10.0,26.0,13157,23,Hospital,0
38.0,B-,10.0,12.0,9111,64,Mobile_Bus,1
23.0,A+,26.0,,10860,43,Hospital,0
29.0,AB-,4.0,42.0,4284,28,Clinic,0
59.0,AB-,24.0,12.0,3719,14,Mobile_Bus,1
60.0,B-,23.0,56.0,939,87,Clinic,1
20.0,A+,23.0,36.0,9975,83,Mobile_Bus,1
,O-,7.0,45.0,6056,97,Clinic,0
43.0,A-,7.0,9.0,13699,25,Clinic,0
,B-,12.0,49.0,4659,11,Clinic,0
19.0,A-,14.0,44.0,6722,68,Hospital,1
,A-,29.0,58.0,6704,86,Hospital,1
29.0,A+,9.0,12.0,8874,99,Clinic,0
58.0,A+,6.0,22.0,8763,63,Hospital,1
47.0,A-,21.0,53.0,4956,36,Mobile_Bus,1
63.0,A-,19.0,27.0,10345,90,Hospital,0
,O+,29.0,41.0,3004,11,Clinic,1
51.0,AB-,20.0,58.0,8725,27,Mobile_Bus,0
49.0,AB+,29.0,53.0,3930,38,Mobile_Bus,1
45.0,A-,3.0,16.0,960,52,Hospital,0
42.0,A-,21.0,25.0,13945,79,Hospital,0
24.0,B-,21.0,1.0,13133,90,Clinic,1
62.0,B+,18.0,25.0,14606,51,Hospital,1
52.0,B+,9.0,34.0,4642,10,Hospital,1
64.0,B+,11.0,5.0,6724,73,Clinic,0
38.0,O-,20.0,19.0,12065,3,Clinic,0
,B+,28.0,7.0,3749,25,Mobile_Bus,1
20.0,A+,6.0,16.0,5151,97,Hospital,1
38.0,B-,11.0,52.0,8178,91,Clinic,1
58.0,A-,15.0,51.0,8956,54,Mobile_Bus,1
36.0,B+,14.0,57.0,4138,64,Clinic,0
53.0,AB-,25.0,47.0,1315,5,Mobile_Bus,1
57.0,B+,23.0,6.0,3875,35,Clinic,0
27.0,B-,19.0,3.0,14152,38,Mobile_Bus,0
51.0,B-,17.0,,9361,42,Clinic,0
36.0,B+,29.0,15.0,3446,59,Mobile_Bus,1
28.0,B-,7.0,,14723,64,Mobile_Bus,1
62.0,B-,4.0,19.0,5124,55,Clinic,0
18.0,B+,24.0,20.0,3916,10,Hospital,1
58.0,B-,,44.0,2171,99,Clinic,0
18.0,AB-,,38.0,2099,76,Hospital,1
41.0,A+,20.0,57.0,6029,66,Clinic,1
23.0,O-,5.0,,3327,93,Clinic,0
42.0,A+,16.0,47.0,5581,83,Clinic,1
62.0,AB-,19.0,21.0,6637,10,Hospital,1
27.0,B+,19.0,40.0,1433,88,Clinic,1
34.0,O+,11.0,33.0,14376,1,Mobile_Bus,1
30.0,O+,11.0,2.0,3467,38,Mobile_Bus,0
34.0,A+,19.0,57.0,835,18,Mobile_Bus,0
,A-,24.0,20.0,11178,86,Clinic,1
40.0,B-,11.0,,1388,45,Clinic,1
58.0,A+,24.0,26.0,658,33,Mobile_Bus,0
19.0,B+,24.0,15.0,2242,74,Hospital,0
63.0,AB-,19.0,29.0,14912,51,Mobile_Bus,1
58.0,O-,3.0,3.0,13620,99,Clinic,1
26.0,AB-,29.0,56.0,13686,27,Mobile_Bus,1
42.0,A-,19.0,33.0,8002,67,Clinic,1
28.0,B-,20.0,1.0,10849,69,Mobile_Bus,1
41.0,A-,9.0,21.0,9042,40,Hospital,0
41.0,AB-,5.0,20.0,9808,10,Clinic,1
42.0,A+,4.0,39.0,1456,64,Clinic,1
56.0,O+,28.0,54.0,14826,48,Mobile_Bus,0
25.0,B+,9.0,42.0,5010,10,Hospital,0
22.0,AB-,18.0,27.0,2333,56,Clinic,1
42.0,B+,10.0,7.0,1996,8,Hospital,0
40.0,O+,9.0,14.0,369,7,Hospital,0
30.0,A+,1.0,57.0,3358,5,Hospital,0
34.0,O+,6.0,49.0,9155,21,Mobile_Bus,1
56.0,B-,23.0,38.0,6507,71,Mobile_Bus,0
49.0,A-,8.0,33.0,9759,53,Mobile_Bus,1
28.0,A-,8.0,34.0,14317,75,Mobile_Bus,1
,B+,26.0,59.0,5005,54,Clinic,1
30.0,B-,17.0,19.0,13768,94,Hospital,1
60.0,A-,27.0,54.0,957,65,Mobile_Bus,1
50.0,AB+,26.0,26.0,6060,19,Clinic,1
48.0,AB+,5.0,12.0,4699,35,Clinic,0
18.0,B+,1.0,21.0,14156,5,Clinic,1
,A+,13.0,42.0,8593,42,Mobile_Bus,1
49.0,AB-,3.0,30.0,2411,91,Hospital,1
25.0,B+,11.0,55.0,1103,4,Mobile_Bus,1
47.0,O-,23.0,41.0,10877,65,Hospital,0
26.0,O-,13.0,41.0,14829,54,Mobile_Bus,1
63.0,O-,10.0,54.0,9844,52,Clinic,1
55.0,B+,13.0,58.0,11747,83,Mobile_Bus,1
52.0,A-,11.0,21.0,3415,88,Hospital,1
24.0,AB+,4.0,15.0,14407,41,Mobile_Bus,0
55.0,AB-,29.0,47.0,928,55,Mobile_Bus,0
,A-,5.0,41.0,6174,98,Hospital,0
18.0,A-,10.0,1.0,1791,55,Mobile_Bus,0
31.0,AB-,25.0,39.0,4473,90,Hospital,1
,AB-,3.0,42.0,12867,35,Hospital,0
60.0,O+,5.0,14.0,4790,15,Hospital,1
,O-,2.0,40.0,11555,53,Clinic,0
20.0,A-,24.0,58.0,5573,22,Hospital,1
38.0,O+,29.0,47.0,14635,44,Clinic,0
,A-,26.0,26.0,6095,5,Clinic,1
25.0,O+,14.0,13.0,3678,5,Clinic,0
23.0,O+,9.0,8.0,14191,32,Mobile_Bus,0
43.0,A+,4.0,5.0,7443,72,Clinic,0
57.0,A-,,36.0,3532,21,Mobile_Bus,0
51.0,O+,24.0,57.0,1005,70,Hospital,0
18.0,A-,6.0,2.0,325,55,Clinic,0
31.0,B-,9.0,4.0,9461,94,Hospital,0
21.0,B-,27.0,26.0,544,37,Clinic,1
26.0,O+,6.0,38.0,1956,67,Clinic,0
35.0,A+,8.0,41.0,2947,21,Hospital,1
41.0,AB-,28.0,27.0,1184,74,Mobile_Bus,0
64.0,B-,18.0,45.0,13842,79,Mobile_Bus,0
37.0,AB+,25.0,50.0,4805,17,Hospital,1
39.0,O+,4.0,25.0,3812,3,Mobile_Bus,1
22.0,O-,1.0,41.0,6886,94,Mobile_Bus,0
28.0,O-,2.0,52.0,13528,80,Hospital,1
42.0,AB+,21.0,33.0,6478,11,Clinic,0
52.0,AB-,20.0,,11016,25,Mobile_Bus,0
35.0,A-,5.0,16.0,5672,54,Mobile_Bus,0
25.0,O-,15.0,33.0,9184,13,Hospital,1
59.0,A+,20.0,58.0,9882,48,Clinic,0
,O+,17.0,39.0,6354,57,Clinic,0
46.0,AB+,23.0,28.0,12292,47,Hospital,0
25.0,AB-,12.0,,5525,93,Mobile_Bus,0
19.0,AB-,12.0,57.0,607,97,Mobile_Bus,0
38.0,O+,5.0,27.0,7469,56,Clinic,0
40.0,AB+,6.0,25.0,12842,87,Clinic,0
22.0,A-,23.0,24.0,6918,66,Mobile_Bus,0
62.0,A+,11.0,54.0,2334,57,Hospital,1
41.0,AB+,14.0,2.0,5293,96,Clinic,0
35.0,B+,,33.0,7411,63,Clinic,1
49.0,B+,9.0,34.0,7767,53,Hospital,0
38.0,A-,,22.0,7972,23,Hospital,0
56.0,B-,13.0,21.0,7564,98,Hospital,0
54.0,AB+,6.0,1.0,999999,62,Mobile_Bus,0
34.0,O-,9.0,33.0,6497,28,Mobile_Bus,1
46.0,O+,1.0,6.0,8700,70,Hospital,1
39.0,A+,29.0,34.0,13058,57,Clinic,0
54.0,AB+,2.0,41.0,9080,29,Hospital,1
45.0,A+,1.0,43.0,2422,14,Mobile_Bus,0
60.0,O+,,34.0,2551,4,Clinic,0
33.0,B+,14.0,49.0,7082,38,Mobile_Bus,1
24.0,O+,21.0,49.0,1836,31,Hospital,0
59.0,O-,3.0,42.0,13460,87,Clinic,0
55.0,AB+,19.0,40.0,5095,83,Hospital,1
51.0,AB+,,41.0,5173,13,Clinic,1
42.0,B-,16.0,50.0,10304,87,Clinic,0
25.0,B-,15.0,8.0,2456,33,Mobile_Bus,1
,B+,27.0,53.0,12270,19,Clinic,0
37.0,B+,9.0,30.0,14142,62,Mobile_Bus,0
28.0,B-,3.0,46.0,11972,61,Mobile_Bus,1
50.0,A+,,20.0,8455,1,Hospital,1
34.0,O+,13.0,46.0,13974,20,Clinic,0
58.0,O-,22.0,50.0,8144,7,Mobile_Bus,0
31.0,AB-,10.0,54.0,13569,22,Hospital,1
57.0,AB-,22.0,33.0,11581,18,Hospital,0
50.0,A-,25.0,4.0,13694,94,Hospital,0
42.0,B+,8.0,29.0,14572,65,Clinic,0
35.0,AB+,22.0,,12093,83,Clinic,0
54.0,A-,6.0,6.0,4112,37,Clinic,1
21.0,B-,24.0,50.0,3128,34,Clinic,1
42.0,O+,1.0,52.0,5655,37,Mobile_Bus,1
58.0,A+,9.0,29.0,10546,49,Clinic,1
52.0,B-,25.0,49.0,13086,53,Clinic,1
53.0,O-,7.0,46.0,4535,93,Mobile_Bus,1
47.0,AB+,28.0,35.0,3436,86,Clinic,0
36.0,O+,17.0,11.0,3459,15,Mobile_Bus,1
39.0,O+,8.0,13.0,2847,64,Hospital,1
59.0,O-,4.0,28.0,10200,35,Hospital,1
46.0,O+,29.0,7.0,4938,70,Mobile_Bus,1
29.0,A-,11.0,49.0,3321,4,Mobile_Bus,0
35.0,A-,2.0,46.0,4744,76,Clinic,1
36.0,O-,11.0,34.0,13606,25,Clinic,1
,B-,7.0,46.0,10009,51,Hospital,1
,O-,27.0,21.0,9238,97,Clinic,0
51.0,O+,2.0,43.0,10963,51,Hospital,0
53.0,A-,21.0,46.0,2975,77,Mobile_Bus,0
30.0,AB-,10.0,15.0,3385,59,Hospital,1
19.0,A-,14.0,28.0,2305,36,Mobile_Bus,0
55.0,O+,4.0,18.0,7954,64,Mobile_Bus,1
24.0,O-,20.0,35.0,10812,32,Hospital,1
46.0,A+,24.0,8.0,2475,88,Clinic,0
38.0,B-,8.0,54.0,3399,14,Clinic,0
22.0,O+,26.0,4.0,12337,33,Hospital,0
46.0,AB+,10.0,57.0,921,8,Mobile_Bus,1
60.0,AB-,8.0,43.0,2860,11,Clinic,0
48.0,O+,4.0,5.0,2985,98,Mobile_Bus,1
30.0,B-,21.0,46.0,13231,36,Mobile_Bus,0
40.0,O+,17.0,3.0,9887,39,Clinic,1
57.0,O-,9.0,30.0,1281,40,Clinic,1
34.0,O-,9.0,47.0,8653,50,Mobile_Bus,0
21.0,B+,18.0,25.0,12257,75,Hospital,0
49.0,A+,5.0,8.0,2269,43,Clinic,1
29.0,O+,18.0,53.0,657,91,Hospital,0
45.0,AB+,6.0,6.0,5567,56,Hospital,1
54.0,O-,10.0,30.0,14963,46,Mobile_Bus,1
50.0,B-,3.0,37.0,1185,53,Mobile_Bus,0
31.0,A-,3.0,56.0,9718,8,Mobile_Bus,0
49.0,A-,29.0,51.0,5074,27,Hospital,0
24.0,B-,13.0,34.0,9978,35,Hospital,0
,O-,16.0,10.0,11300,64,Mobile_Bus,1
,O-,8.0,23.0,13128,65,Clinic,0
64.0,A+,8.0,29.0,12976,23,Mobile_Bus,0
33.0,B+,25.0,55.0,6640,38,Mobile_Bus,0
31.0,O+,21.0,16.0,8469,59,Hospital,0
20.0,O+,17.0,13.0,11546,66,Clinic,0
51.0,A-,17.0,57.0,6017,20,Clinic,1
54.0,O+,13.0,16.0,9350,50,Hospital,0
41.0,A-,20.0,47.0,2143,79,Clinic,0
32.0,B-,5.0,22.0,11193,28,Clinic,0
42.0,A+,7.0,31.0,3799,64,Clinic,1
47.0,A+,15.0,12.0,4521,8,Hospital,0
26.0,A+,8.0,43.0,11862,84,Clinic,1
34.0,AB-,10.0,45.0,2834,15,Mobile_Bus,0
35.0,O-,20.0,7.0,8338,82,Mobile_Bus,1
40.0,AB-,16.0,,7445,57,Hospital,1
62.0,B+,16.0,7.0,1299,10,Hospital,0
24.0,B-,26.0,16.0,2315,58,Mobile_Bus,0
21.0,B+,15.0,50.0,2708,93,Mobile_Bus,0
25.0,O+,29.0,8.0,4395,51,Hospital,1
39.0,AB-,16.0,19.0,11519,70,Clinic,1
46.0,A-,7.0,55.0,5613,42,Mobile_Bus,0
63.0,A-,14.0,47.0,11843,32,Mobile_Bus,0
24.0,A-,4.0,35.0,7486,54,Hospital,1
61.0,B-,24.0,30.0,14261,36,Hospital,0
,B-,12.0,8.0,6129,49,Mobile_Bus,1
22.0,A-,20.0,58.0,11478,72,Hospital,1
50.0,B-,,37.0,2941,40,Mobile_Bus,1
40.0,O+,20.0,27.0,4568,71,Hospital,1
31.0,O+,5.0,36.0,6935,92,Clinic,1
56.0,AB+,7.0,,6424,38,Mobile_Bus,0
47.0,B+,19.0,49.0,4594,41,Mobile_Bus,0
61.0,AB-,7.0,29.0,13140,52,Clinic,1
60.0,B-,1.0,27.0,5121,66,Clinic,1
28.0,B+,18.0,21.0,10172,53,Hospital,0
24.0,O+,3.0,39.0,3504,18,Mobile_Bus,0
20.0,AB+,29.0,34.0,12952,22,Mobile_Bus,1
57.0,O+,27.0,33.0,6808,71,Clinic,0
53.0,B+,20.0,22.0,8857,80,Hospital,1
34.0,B+,2.0,,9625,87,Mobile_Bus,0
37.0,B+,14.0,22.0,3562,87,Mobile_Bus,0
31.0,O+,28.0,24.0,8866,38,Hospital,1
54.0,O-,24.0,37.0,4221,94,Clinic,1
19.0,A-,17.0,23.0,1470,17,Hospital,0
24.0,A+,26.0,42.0,8422,41,Hospital,1
60.0,O+,25.0,10.0,7655,95,Clinic,1
19.0,A+,22.0,24.0,12693,56,Mobile_Bus,0
26.0,B+,2.0,17.0,4354,29,Clinic,0
60.0,B-,23.0,44.0,6776,75,Mobile_Bus,0
25.0,B+,7.0,39.0,5446,32,Hospital,1
42.0,A+,12.0,,12662,82,Clinic,1
58.0,B-,7.0,58.0,5769,74,Hospital,0
,O+,13.0,30.0,6807,7,Mobile_Bus,0
60.0,A+,28.0,59.0,7610,56,Hospital,0
40.0,O+,12.0,6.0,11146,69,Hospital,1
51.0,B-,7.0,57.0,4336,50,Clinic,0
18.0,B-,25.0,10.0,8634,52,Clinic,0
27.0,O+,3.0,53.0,9381,17,Mobile_Bus,0
27.0,A+,12.0,55.0,491,78,Clinic,1
20.0,AB+,16.0,23.0,7860,85,Mobile_Bus,0
58.0,O-,21.0,18.0,12497,88,Hospital,1
45.0,A+,2.0,58.0,14901,51,Hospital,0
27.0,AB-,1.0,40.0,13544,62,Clinic,1
49.0,B+,,10.0,3550,65,Mobile_Bus,0
63.0,AB+,22.0,7.0,8319,33,Hospital,0
35.0,O-,27.0,55.0,6634,65,Clinic,1
,A+,20.0,50.0,10410,60,Mobile_Bus,1
62.0,A+,8.0,28.0,5834,10,Mobile_Bus,0
43.0,AB+,16.0,15.0,10349,83,Hospital,0
48.0,AB-,12.0,25.0,7566,56,Mobile_Bus,1
28.0,B-,12.0,7.0,7340,91,Clinic,0
63.0,B-,3.0,6.0,822,66,Mobile_Bus,1
43.0,A+,10.0,28.0,12496,84,Clinic,1
42.0,A+,2.0,15.0,10301,35,Hospital,1
61.0,O+,18.0,40.0,2878,71,Clinic,1
61.0,A+,8.0,43.0,10560,90,Clinic,1
50.0,O+,11.0,44.0,6196,40,Hospital,1
21.0,B+,11.0,28.0,14270,49,Clinic,0
,O+,10.0,29.0,4626,46,Clinic,0
50.0,B+,26.0,19.0,9475,66,Mobile_Bus,1
25.0,A+,18.0,10.0,11769,21,Clinic,1
28.0,O-,3.0,36.0,8753,43,Clinic,0
20.0,AB+,23.0,57.0,7907,95,Hospital,0
21.0,A-,6.0,11.0,7070,7,Clinic,0
48.0,O+,12.0,10.0,5253,5,Clinic,1
55.0,O-,23.0,57.0,8385,95,Clinic,0
28.0,AB-,11.0,10.0,8761,4,Mobile_Bus,1
27.0,O-,25.0,20.0,2149,17,Hospital,1
22.0,B+,,50.0,2405,36,Hospital,0
44.0,AB+,21.0,53.0,4338,22,Hospital,0
52.0,A+,4.0,,4159,38,Clinic,0
45.0,O-,3.0,23.0,6912,19,Clinic,1
24.0,A+,24.0,27.0,14438,34,Clinic,0
27.0,A-,25.0,,10068,56,Hospital,1
53.0,AB+,,34.0,7004,72,Hospital,1
57.0,A+,13.0,3.0,10346,85,Clinic,0
35.0,B+,2.0,18.0,12349,12,Hospital,1
64.0,B+,22.0,24.0,12841,2,Hospital,1
24.0,A-,7.0,28.0,6034,36,Hospital,0
43.0,B-,16.0,16.0,9709,66,Mobile_Bus,0
37.0,AB+,8.0,56.0,2440,98,Mobile_Bus,0
54.0,A-,9.0,24.0,771,92,Hospital,1
37.0,A+,8.0,59.0,1815,27,Mobile_Bus,0
38.0,O-,19.0,5.0,11746,52,Clinic,0
35.0,A+,23.0,47.0,11140,14,Clinic,1
18.0,AB+,22.0,14.0,4263,15,Mobile_Bus,1
64.0,O-,10.0,42.0,5964,53,Clinic,1
41.0,AB+,16.0,1.0,2096,81,Clinic,1
61.0,A+,6.0,3.0,9207,63,Mobile_Bus,1
61.0,B+,12.0,53.0,6325,58,Hospital,1
53.0,O-,28.0,44.0,7446,78,Hospital,1
,O+,3.0,8.0,12244,4,Hospital,0
,O+,23.0,14.0,12133,86,Clinic,0
28.0,AB-,12.0,41.0,10538,48,Clinic,0
39.0,AB-,22.0,31.0,14485,3,Hospital,1
40.0,O+,29.0,16.0,599,72,Hospital,1
26.0,AB+,2.0,43.0,3980,93,Mobile_Bus,1
55.0,O+,29.0,37.0,5262,67,Mobile_Bus,1
64.0,B+,21.0,19.0,920,58,Hospital,0
34.0,A-,2.0,41.0,8027,28,Hospital,1
37.0,B+,21.0,45.0,14779,41,Clinic,0
18.0,B-,16.0,58.0,1593,68,Hospital,0
25.0,AB+,19.0,35.0,1533,46,Hospital,0
57.0,B-,12.0,53.0,10936,91,Clinic,1
45.0,AB-,27.0,4.0,1719,89,Mobile_Bus,0
18.0,AB+,16.0,14.0,3822,15,Clinic,1
19.0,O-,12.0,42.0,6674,40,Clinic,0
18.0,B+,28.0,11.0,3123,7,Hospital,1
24.0,AB-,,,9245,9,Hospital,1
33.0,AB-,3.0,36.0,4684,2,Mobile_Bus,1
56.0,AB+,,27.0,14994,94,Hospital,1
18.0,O-,26.0,49.0,3295,15,Hospital,1
36.0,A-,12.0,27.0,4704,87,Hospital,1
39.0,B-,18.0,,13569,90,Clinic,0
52.0,O+,7.0,49.0,14820,91,Clinic,0
58.0,A+,14.0,38.0,13418,81,Mobile_Bus,0
61.0,O-,17.0,52.0,12149,54,Clinic,1
24.0,O-,5.0,3.0,9919,97,Mobile_Bus,0
,O-,11.0,,1919,85,Hospital,1
25.0,AB-,7.0,33.0,8168,75,Clinic,1
41.0,AB-,13.0,41.0,13233,68,Clinic,1
52.0,AB+,23.0,31.0,8913,98,Clinic,1
31.0,O+,14.0,33.0,13150,65,Clinic,1
49.0,A+,10.0,2.0,3866,44,Mobile_Bus,0
27.0,AB+,9.0,56.0,2290,3,Hospital,0
31.0,O-,3.0,18.0,6389,1,Mobile_Bus,0
55.0,A+,1.0,34.0,12660,28,Mobile_Bus,1
59.0,B+,24.0,,5635,39,Hospital,0
37.0,A+,18.0,14.0,4684,49,Mobile_Bus,1
55.0,O-,3.0,45.0,3717,63,Clinic,0
62.0,A-,27.0,16.0,1752,12,Clinic,0
18.0,A+,28.0,59.0,8195,25,Hospital,1
49.0,O+,7.0,44.0,11727,51,Hospital,1
39.0,B+,12.0,34.0,10673,91,Mobile_Bus,1
22.0,A-,10.0,54.0,10897,80,Mobile_Bus,0
36.0,B-,14.0,35.0,13943,59,Mobile_Bus,1
32.0,AB-,7.0,7.0,1703,2,Clinic,1
58.0,O-,12.0,47.0,8567,12,Hospital,0
,O-,1.0,7.0,4533,16,Hospital,0
37.0,B+,16.0,52.0,8531,64,Clinic,0
52.0,O+,29.0,34.0,5817,89,Hospital,1
58.0,A-,19.0,21.0,11655,16,Hospital,1
31.0,AB-,17.0,30.0,14047,52,Mobile_Bus,1
55.0,O+,29.0,58.0,11749,40,Clinic,0
,B+,22.0,48.0,13733,4,Mobile_Bus,1
33.0,O-,21.0,59.0,10259,8,Hospital,1
28.0,AB-,9.0,37.0,10409,7,Hospital,1
54.0,AB+,23.0,42.0,6389,82,Clinic,0
51.0,AB-,1.0,14.0,10627,58,Hospital,0
40.0,AB-,18.0,43.0,2808,36,Hospital,1
57.0,O+,11.0,20.0,11522,83,Mobile_Bus,0
43.0,O+,7.0,42.0,11526,35,Clinic,0
54.0,O+,18.0,23.0,6786,13,Hospital,0
22.0,O-,26.0,2.0,9244,40,Mobile_Bus,1
